CaseID,Activity,Timestamp,MineName,MineType,MineTypeGroup,Inspectorate,MineStatus,AdministeredBy,MineCluster,Region,MineAddress,MineAddressTown,MineAddressState,MineAddressPostalCode,MineDecLat,MineDecLon,EventID,EventType (1A),HazardClass,HazardType,Incident Type (5A),Surface or Underground (5A),Hazard Code Description (5A),InspectionType (MRE),Status (MRE),DisplayTitle (CA),Section (CA),Directive_disp (CA),CANumber
MI01808,Action,2017-05-24 02:29:00,QCoal Northern Hub (Sonoma - Cows - Drake 1 & 2 - Jax),Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Bowen Developmental Road,Collinsville,QLD,4804.0,-20.63823,147.85616,1754,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI01808,Action,2017-05-24 02:33:00,QCoal Northern Hub (Sonoma - Cows - Drake 1 & 2 - Jax),Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Bowen Developmental Road,Collinsville,QLD,4804.0,-20.63823,147.85616,1755,,,,,,,Inspection,Closed,Recommendation,,,5.0
MI01808,Action,2017-05-24 02:37:00,QCoal Northern Hub (Sonoma - Cows - Drake 1 & 2 - Jax),Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Bowen Developmental Road,Collinsville,QLD,4804.0,-20.63823,147.85616,1756,,,,,,,Inspection,Closed,Recommendation,,,6.0
MI00086,Action,2017-05-24 08:08:00,Burton Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Care & Maintenance,Mackay Office,,Central,Off Suttor Development Road,Glenden,QLD,4743.0,-21.62114,148.18867,1757,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI00086,Action,2017-05-24 08:10:00,Burton Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Care & Maintenance,Mackay Office,,Central,Off Suttor Development Road,Glenden,QLD,4743.0,-21.62114,148.18867,1758,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01760,Action,2017-05-24 09:34:00,Oaky Creek Surface Operations,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,C- Emerald,Central,Oaky Creek,Via TIERI,QLD,4709.0,-23.07343,148.48362,1759,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01760,Action,2017-05-24 09:42:00,Oaky Creek Surface Operations,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,C- Emerald,Central,Oaky Creek,Via TIERI,QLD,4709.0,-23.07343,148.48362,1760,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01584,Action,2017-05-24 10:06:00,Collinsville Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Scottville Road,Collinsville,QLD,4804.0,-20.55807,147.80291,1761,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01584,Action,2017-05-24 10:17:00,Collinsville Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Scottville Road,Collinsville,QLD,4804.0,-20.55807,147.80291,1762,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI03686,Action,2017-05-24 11:44:00,Sarsfield Nolans Pit,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Closed,Townsville Office,T- Charters Towers / Ravenswood,Northern,,,,,-20.11339,146.90185,1763,,Non Hazard Specific,Contractor management,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI03686,Action,2017-05-24 11:46:00,Sarsfield Nolans Pit,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Closed,Townsville Office,T- Charters Towers / Ravenswood,Northern,,,,,-20.11339,146.90185,1764,,Non Hazard Specific,Management structure,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI02976,Action,2017-05-24 12:06:00,Grosvenor Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,Ground Floor 201 Charlotte Street,Brisbane,QLD,4001.0,-21.97533,148.00995,1765,,,,,,,Inspection,Closed,Recommendation,,,1.0
MI01808,Action,2017-05-24 12:49:00,QCoal Northern Hub (Sonoma - Cows - Drake 1 & 2 - Jax),Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Bowen Developmental Road,Collinsville,QLD,4804.0,-20.63823,147.85616,1766,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01157,Incident,2017-05-24 13:20:00,North Goonyella,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,,Central,,,,,-21.65702,147.97045,1767,High Potential Incident,Gravity,Fall of ground-Longwall,High potential no lost time,underground,Strata failure,,,,,,
MI01190,Incident,2017-05-24 14:30:00,Peak Downs,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.25686,148.17664,1768,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI02663,Incident,2017-05-24 16:30:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,1769,High Potential Incident,Electrical,Cable Damage,High potential no lost time,underground,Electrical equipment,,,,,,
MI00092,Incident,2017-05-24 17:00:00,Callide Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Biloela Callide Road,BILOELA,QLD,4715.0,-24.3276,150.61872,1770,High Potential Incident,,,High potential no lost time,surface,Explosives,,,,,,
MI00054,Incident,2017-05-24 18:00:00,Blackwater Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Ardurad Road (Blackwater Rolleston Road),BLACKWATER,QLD,4717.0,-23.7697,148.87879,1771,High Potential Incident,Gas Management,Other,High potential no lost time,surface,Flammable liquids/gases,,,,,,
MI01258,Incident,2017-05-24 18:40:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1772,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00553,Incident,2017-05-24 19:20:00,Capcoal Surface Coal Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-22.93,148.55146,1773,High Potential Incident,Gravity,Rock fall - Surface,High potential no lost time,surface,Strata failure,,,,,,
MI01547,Incident,2017-05-24 20:00:00,Broadmeadow Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,,,,,,,-21.83,147.97998,1774,High Potential Incident,Electrical,Other,High potential no lost time,underground,Electrical equipment,,,,,,
MI00762,Inspection,2017-05-25 00:00:00,Capricorn Copper Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,,,,,,,-19.68885,139.36651,1775,,,,,,,Inspection,Closed,,,,
MI01459,Inspection,2017-05-25 00:00:00,Grasstree Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,,,,,-22.98885,148.57943,1776,,,,,,,Inspection,Closed,,,,
MI02656,Inspection,2017-05-25 00:00:00,Pajingo Surface,Metalliferous - Minerals Processing,Metalliferous Mine - Surface,MMQ,Operating,Townsville Office,T- Charters Towers / Ravenswood,Northern,"Pajingo Mine (Surface Processing Plant), Clermont Highway,",Charters Towers,QLD,4820.0,-20.52951,146.43509,1777,,,,,,,Inspection,Closed,,,,
MI02139,Inspection,2017-05-25 00:00:00,Cameby Downs Coal Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- Western Downs,Central,260 Ryalls Road,MILES,QLD,4415.0,-26.6469,150.333875,1778,,,,,,,Inspection,Closed,,,,
MI00094,Inspection,2017-05-25 00:00:00,Cannington Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,,,,,,,-21.86,140.91861,1779,,,,,,,Inspection,Closed,,,,
MI00415,Action,2017-05-25 01:14:00,Gemfields - MC 4788 - Bobby Dazzler Tourist Mine,Metalliferous - Tourist Mine,Metalliferous Mine - Surface,MMQ,Infrequent Operation,Townsville Office,C- Emerald,Northern,,,,,-23.4204,147.699715,1780,,Electrical,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI00503,Action,2017-05-25 02:33:00,Gemfields - MC 4109 - Miner's Heritage Tourist,Metalliferous - Tourist Mine,Metalliferous Mine - Surface,MMQ,Operating,Townsville Office,C- Emerald,Northern,,,,,-23.40823,147.690049,1781,,Electrical,Other,,,,Inspection - Unannounced,Closed,Substandard Condition or Practice,,,1.0
MI00149,Incident,2017-05-25 03:30:00,Coppabella - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.87,148.42141,1782,High Potential Incident,Vehicle,Other,High potential no lost time,surface,Fatigue,,,,,,
MI01908,Action,2017-05-25 04:27:00,Dugald River Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,MI- Cloncurry,Northern,Burke Development Road,Cloncurry,QLD,4824.0,-20.25369,140.159832,1783,,Non Hazard Specific,Risk management,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01908,Action,2017-05-25 04:33:00,Dugald River Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,MI- Cloncurry,Northern,Burke Development Road,Cloncurry,QLD,4824.0,-20.25369,140.159832,1784,,Non Hazard Specific,Emergency response,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01908,Action,2017-05-25 04:37:00,Dugald River Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,MI- Cloncurry,Northern,Burke Development Road,Cloncurry,QLD,4824.0,-20.25369,140.159832,1785,,Non Hazard Specific,Emergency response,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI01258,Incident,2017-05-25 05:00:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1786,High Potential Incident,Explosives,Explosives - Misfire identified after firing,High potential no lost time,surface,Explosives,,,,,,
MI00739,Action,2017-05-25 05:18:00,Moffatdale Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.29069,151.977527,1787,,Non Hazard Specific,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI00739,Action,2017-05-25 05:35:00,Moffatdale Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.29069,151.977527,1788,,Mechanical,Entangled in rotating plant,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI00739,Action,2017-05-25 05:40:00,Moffatdale Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.29069,151.977527,1789,,Mechanical,Entangled in rotating plant,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI00092,Incident,2017-05-25 08:10:00,Callide Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Biloela Callide Road,BILOELA,QLD,4715.0,-24.3276,150.61872,1790,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01150,Action,2017-05-25 08:52:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,1791,,,,,,,Inspection,Closed,Recommendation,,,1.0
MI01150,Action,2017-05-25 09:21:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,1792,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01150,Action,2017-05-25 09:27:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,1793,,,,,,,Inspection,Closed,Recommendation,,,3.0
MI01150,Action,2017-05-25 09:38:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,1794,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI01150,Action,2017-05-25 09:58:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,1795,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,5.0
MI00254,Incident,2017-05-25 10:00:00,Foxleigh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dysart-Middlemount Road,MIDDLEMOUNT,QLD,4746.0,-22.9836,148.77829,1796,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01150,Action,2017-05-25 10:02:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,1797,,,,,,,Inspection,Closed,Recommendation,,,6.0
MI01150,Action,2017-05-25 10:06:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,1798,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,7.0
MI03694,Action,2017-05-25 11:38:00,Wattlegrove Road Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.52822,151.70014,1799,,Non Hazard Specific,Risk management,,,,Inspection,Closed,Directive,166.0,Directive to suspend operations for ineffective safety and health management system,1.0
MI00138,Action,2017-05-25 11:48:00,Sandstone Australia Project,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.51351,152.106058,1800,,Chemical,Silica,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI00138,Action,2017-05-25 11:59:00,Sandstone Australia Project,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.51351,152.106058,1801,,Chemical,Silica,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI03694,Action,2017-05-25 12:11:00,Wattlegrove Road Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.52822,151.70014,1802,,Mechanical,Caught in nip point,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,2.0
MI00092,Incident,2017-05-25 19:45:00,Callide Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Biloela Callide Road,BILOELA,QLD,4715.0,-24.3276,150.61872,1803,Serious Accident,Gravity,Fall of equipment/material,High potential lost time,surface,Human error/actions,,,,,,
MI01576,Inspection,2017-05-26 00:00:00,Tichum Creek Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Mareeba / Atherton / Herberton,Northern,"Kennedy Highway, Tichum Creek",Kuranda,QLD,4872.0,-16.96749,145.53592,1804,,,,,,,Inspection,Closed,,,,
MI01718,Inspection,2017-05-26 00:00:00,Mount Wright,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Care and Maintenance,Townsville Office,,,,,,,-20.04294,146.83161,1805,,,,,,,Inspection,Closed,,,,
MI03312,Inspection,2017-05-26 00:00:00,Eureka Creek Village,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Eureka Creek Village,Moranbah,QLD,4744.0,-21.77382,147.94331,1806,,,,,,,Inspection,Closed,,,,
MI01976,Incident,2017-05-26 00:40:00,Daunia Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Poitrel Access Road
Via Peak Downs Road",Moranbah,QLD,4744.0,-22.04127,148.26852,1807,High Potential Incident,Vehicle,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00092,Incident,2017-05-26 01:00:00,Callide Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Biloela Callide Road,BILOELA,QLD,4715.0,-24.3276,150.61872,1808,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01907,Incident,2017-05-26 03:28:00,Lake Vermont,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-22.47,148.40803,1809,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00757,Action,2017-05-26 06:05:00,Mount Coot-Tha Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Brisbane,Southern,200 Mount Cooot-Tha Road,Toowong,QLD,,-27.47416667,152.97611,1810,,Non Hazard Specific,Contractor management,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,1.0
MI01646,Incident,2017-05-26 11:45:00,Carborough Downs,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,,Central,Peak Downs Highway,Coppabella,QLD,4741.0,-21.99368,148.249,1811,High Potential Incident,Gravity,Fall of ground-Development/Bord and Pillar/Place change,High potential no lost time,underground,Strata failure,,,,,,
MI00138,Action,2017-05-26 12:15:00,Sandstone Australia Project,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.51351,152.106058,1812,,Chemical,Silica,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI00138,Action,2017-05-26 12:25:00,Sandstone Australia Project,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.51351,152.106058,1813,,Vehicle,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI00149,Action,2017-05-26 12:27:00,Coppabella - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.87,148.42141,1814,,,,,,,Inspection,Closed,Recommendation,,,1.0
MI00149,Action,2017-05-26 12:33:00,Coppabella - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.87,148.42141,1815,,,,,,,Inspection,Closed,Recommendation,,,2.0
MI00149,Action,2017-05-26 12:37:00,Coppabella - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.87,148.42141,1816,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI01546,Incident,2017-05-26 13:55:00,George Fisher Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,,,,,,,-20.57,139.47761,1817,High Potential Incident,Vehicle,Collision with another vehicle,High potential no lost time,underground,Human error/actions,,,,,,
MI00568,Incident,2017-05-26 15:00:00,Goonyella Riverside,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-21.7581,147.95235,1818,High Potential Incident,,,High potential no lost time,surface,Explosives,,,,,,
MI00806,Incident,2017-05-26 22:30:00,Mt Isa - Isa Copper Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,MI- Mount Isa,Northern,,,,,-20.72484,139.478149,1819,Serious Accident,Gravity,Fall of equipment/material,High potential lost time,underground,Human error/actions,,,,,,
MI01258,Incident,2017-05-27 07:30:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1820,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00749,Incident,2017-05-27 10:45:00,Moorvale Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.9697,148.37113,1821,High Potential Incident,Vehicle,Collision with another vehicle,High potential no lost time,surface,Human error/actions,,,,,,
MI00594,Incident,2017-05-27 11:00:00,Hail Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.5,148.34391,1822,High Potential Incident,Vehicle,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI01547,Incident,2017-05-27 11:30:00,Broadmeadow Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,,,,,,,-21.83,147.97998,1823,High Potential Incident,Vehicle,Unplanned movement of equipment (eg CM),,,,,,,,,
MI01190,Incident,2017-05-27 12:55:00,Peak Downs,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.25686,148.17664,1824,High Potential Incident,Vehicle,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Moving vehicles/equipment,,,,,,
