CaseID,Activity,Timestamp,MineName,MineType,MineTypeGroup,Inspectorate,MineStatus,AdministeredBy,MineCluster,Region,MineAddress,MineAddressTown,MineAddressState,MineAddressPostalCode,MineDecLat,MineDecLon,EventID,EventType (1A),HazardClass,HazardType,Incident Type (5A),Surface or Underground (5A),Hazard Code Description (5A),InspectionType (MRE),Status (MRE),DisplayTitle (CA),Section (CA),Directive_disp (CA),CANumber
MI01840,Incident,2017-02-12 08:20:00,Yalkara Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Banana,Southern,1135 Orange Creek Road,BILOELA,QLD,4715.0,-24.36371,150.308716,544,High Potential Incident,Biological,Bites (eg snake - spider),High potential lost time,surface,Other,,,,,,
MI02976,Incident,2017-02-12 10:00:00,Grosvenor Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,Ground Floor 201 Charlotte Street,Brisbane,QLD,4001.0,-21.97533,148.00995,545,High Potential Incident,Chemical,Polymeric Chemicals/Solvents,High potential no lost time,underground,Noxious liquids/gases,,,,,,
MI00150,Incident,2017-02-12 10:45:00,Cracow Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Brisbane Office,,,,,,,-25.3,150.28919,546,High Potential Incident,Electrical,Arc flash/blast,High potential no lost time,underground,Electrical equipment,,,,,,
MI00159,Incident,2017-02-12 11:20:00,Curragh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.49741,148.84478,547,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,surface,Moving components/parts,,,,,,
MI00568,Incident,2017-02-12 11:50:00,Goonyella Riverside,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-21.7581,147.95235,548,Serious Accident,Mechanical,Caught in nip point,High potential lost time,surface,Human error/actions,,,,,,
MI01258,Incident,2017-02-12 13:30:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,549,High Potential Incident,Mechanical,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Human error/actions,,,,,,
MI01150,Incident,2017-02-12 13:30:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,550,Serious Accident,Thermal,Heat stress/stroke,High potential no lost time,surface,Other,,,,,,
MI01157,Incident,2017-02-12 14:30:00,North Goonyella,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,,Central,,,,,-21.65702,147.97045,551,High Potential Incident,Mechanical,Struck by projectile,High potential no lost time,underground,Other,,,,,,
MI01976,Incident,2017-02-12 21:35:00,Daunia Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Poitrel Access Road
Via Peak Downs Road",Moranbah,QLD,4744.0,-22.04127,148.26852,552,High Potential Incident,Vehicle,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Other,,,,,,
MI00159,Incident,2017-02-12 23:20:00,Curragh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.49741,148.84478,553,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,surface,Falling/flying material/objects,,,,,,
MI01212,Inspection,2017-02-13 00:00:00,Purga Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Ipswich,Southern,"T Morrows Road
Mail Service 825",Purga,QLD,4306.0,-27.75215,152.744679,554,,,,,,,Inspection,Closed,,,,
MI01536,Inspection,2017-02-13 00:00:00,Butchers Hill Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Lakeland / Cooktown,Northern,Mulligan Highway,Lakeland,QLD,,-15.83628,144.87104,555,,,,,,,Inspection,Closed,,,,
MI00178,Inspection,2017-02-13 00:00:00,Dulong Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.63527778,152.88667,556,,,,,,,Inspection,Closed,,,,
MI00178,Action,2017-02-13 02:25:00,Dulong Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.63527778,152.88667,557,,,,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,1.0
MI00149,Incident,2017-02-13 03:09:00,Coppabella - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.87,148.42141,558,High Potential Incident,Mechanical,Unplanned movement of equipment (eg CM),High potential lost time,surface,Human error/actions,,,,,,
MI00072,Action,2017-02-13 04:43:00,Braeside Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Brisbane Office,B- Southern Downs,Southern,New England Highway,Braeside,QLD,4370.0,-28.37973,151.919373,559,,,,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,1.0
MI00615,Action,2017-02-13 04:47:00,Image Flat Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.60273,152.940046,560,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI00615,Action,2017-02-13 04:49:00,Image Flat Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.60273,152.940046,561,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI00615,Action,2017-02-13 04:51:00,Image Flat Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.60273,152.940046,562,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI00072,Action,2017-02-13 05:02:00,Braeside Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Brisbane Office,B- Southern Downs,Southern,New England Highway,Braeside,QLD,4370.0,-28.37973,151.919373,563,,,,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,2.0
MI01212,Incident,2017-02-13 06:30:00,Purga Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Ipswich,Southern,"T Morrows Road
Mail Service 825",Purga,QLD,4306.0,-27.75215,152.744679,564,High Potential Incident,Explosives,Misfire,High potential no lost time,surface,Explosives,,,,,,
MI00594,Incident,2017-02-13 07:00:00,Hail Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.5,148.34391,565,High Potential Incident,Explosives,Explosives - Security,High potential no lost time,surface,Explosives,,,,,,
MI01404,Incident,2017-02-13 08:20:00,Oaky North Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,Oaky Creek Mine Access Road,LILYVALE,QLD,4723.0,-23.03935,148.53987,566,High Potential Incident,Mechanical,Crushed between a load and a structure,High potential no lost time,underground,Moving vehicles/equipment,,,,,,
MI01536,Action,2017-02-13 08:41:00,Butchers Hill Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Lakeland / Cooktown,Northern,Mulligan Highway,Lakeland,QLD,,-15.83628,144.87104,567,,,,,,,Inspection,Closed,Recommendation,,,1.0
MI00167,Action,2017-02-13 09:34:00,Darlington - Bluerock Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Gold Coast,Southern,Tamaree Road,Cedar Creek,QLD,4207.0,-27.83553,153.188644,568,,Mechanical,Entangled in rotating plant,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,1.0
MI00607,Action,2017-02-13 09:35:00,Hill Of Stone Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,1812 Beaudesert Boonah Road,Beaudesert,QLD,4285.0,-27.94496,152.859372,569,,Non Hazard Specific,Management structure,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,1.0
MI00607,Action,2017-02-13 09:44:00,Hill Of Stone Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,1812 Beaudesert Boonah Road,Beaudesert,QLD,4285.0,-27.94496,152.859372,570,,Non Hazard Specific,Risk management,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,2.0
MI00607,Action,2017-02-13 10:21:00,Hill Of Stone Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,1812 Beaudesert Boonah Road,Beaudesert,QLD,4285.0,-27.94496,152.859372,571,,Non Hazard Specific,Risk management,,,,Inspection,Closed,Substandard Condition or Practice,,,5.0
MI00607,Action,2017-02-13 10:43:00,Hill Of Stone Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,1812 Beaudesert Boonah Road,Beaudesert,QLD,4285.0,-27.94496,152.859372,572,,Non Hazard Specific,Procedures,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI00607,Action,2017-02-13 10:53:00,Hill Of Stone Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,1812 Beaudesert Boonah Road,Beaudesert,QLD,4285.0,-27.94496,152.859372,573,,Non Hazard Specific,Training,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,3.0
MI02762,Action,2017-02-13 12:33:00,Coominya Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Brisbane Office,B- Lockyer Valley,Southern,1020 Atkinson Dam Road,Coominya,QLD,4311.0,-27.3971,152.393338,574,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI02762,Action,2017-02-13 12:36:00,Coominya Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Brisbane Office,B- Lockyer Valley,Southern,1020 Atkinson Dam Road,Coominya,QLD,4311.0,-27.3971,152.393338,575,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01383,Incident,2017-02-13 15:46:00,Minerva Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Care & Maintenance,Rockhampton Office,C- Emerald,Central,Wurba Road,SPRINGSURE,QLD,4722.0,-23.90942,148.06107,576,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI03535,Inspection,2017-02-14 00:00:00,Durong Quarry,Metalliferous - Quarry,Quarry,MMQ,Infrequent Operation,Brisbane Office,B- Western Downs,Southern,,,,,-26.60361111,151.4175,577,,,,,,,Inspection,Closed,,,,
MI02615,Inspection,2017-02-14 00:00:00,Roseneath Quarry - Holcim,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Townsville Office,T- Townsville / Ayr,Northern,,,,,-19.36638,146.83422,578,,,,,,,Inspection,Closed,,,,
MI00565,Inspection,2017-02-14 00:00:00,Country Road Quarries,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.655,151.788108,579,,,,,,,Inspection,Closed,,,,
MI00593,Inspection,2017-02-14 00:00:00,Habana Quarry,Metalliferous - Quarry,Quarry,MMQ,Closed,Townsville Office,C- Mackay,Northern,,,,,-21.03651,149.027862,580,,,,,,,Inspection - Unannounced,Closed,,,,
MI00594,Inspection,2017-02-14 00:00:00,Hail Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.5,148.34391,581,,,,,,,Inspection,Closed,,,,
MI01403,Inspection,2017-02-14 00:00:00,Lockyer Valley Quarry,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.53207,152.130121,582,,,,,,,Inspection,Closed,,,,
MI01570,Inspection,2017-02-14 00:00:00,Goodsell Earth Moving - Roseneath,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Townsville / Ayr,Northern,,,,,-19.37022,146.84843,583,,,,,,,Inspection,Closed,,,,
MI01494,Inspection,2017-02-14 00:00:00,Jenko's Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,,,,,-17.95887,145.94927,584,,,,,,,Inspection,Closed,,,,
MI01648,Incident,2017-02-14 03:55:00,Dawson Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dawson Highway,MOURA,QLD,4718.0,-24.63169,150.06089,585,High Potential Incident,Mechanical,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI01432,Incident,2017-02-14 04:05:00,Yarrabee Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Boonal Haul Road,BLACKWATER,QLD,4717.0,-23.27349,149.02261,586,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00054,Incident,2017-02-14 05:55:00,Blackwater Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Ardurad Road (Blackwater Rolleston Road),BLACKWATER,QLD,4717.0,-23.7697,148.87879,587,High Potential Incident,Psychosocial,Micro-sleeps,High potential no lost time,surface,Fatigue,,,,,,
MI02663,Incident,2017-02-14 10:00:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,588,High Potential Incident,Gravity,Fall of ground-Outbye,High potential no lost time,underground,Strata failure,,,,,,
MI01422,Action,2017-02-14 10:19:00,Kestrel Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.26,148.30263,589,,,,,,,Inspection,Closed,Directive,166.0,Directive to reduce risk,1.0
MI01190,Incident,2017-02-14 13:20:00,Peak Downs,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.25686,148.17664,590,High Potential Incident,Mechanical,Lifting,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00568,Inspection,2017-02-15 00:00:00,Goonyella Riverside,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-21.7581,147.95235,591,,,,,,,Inspection,Closed,,,,
MI00138,Inspection,2017-02-15 00:00:00,Sandstone Australia Project,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.51351,152.106058,592,,,,,,,Inspection,Closed,,,,
MI01573,Inspection,2017-02-15 00:00:00,South Walker Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Via Peak Downs Highway,Nebo,QLD,4744.0,-21.77801,148.48194,593,,,,,,,Inspection,Closed,,,,
MI01442,Inspection,2017-02-15 00:00:00,Pentland Small Mines - Karen Spice,Metalliferous Mine - Surface Alluvial Gold,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Townsville Office,T- Pentland,Northern,,,,,-20.38444,145.19093,594,,,,,,,Inspection - Unannounced,Closed,,,,
MI01439,Inspection,2017-02-15 00:00:00,Pentland Small Mines - Graham Haines,Metalliferous Mine - Surface Alluvial Gold,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Townsville Office,T- Pentland,Northern,,,,,-20.39636,145.20189,595,,,,,,,Inspection - Unannounced,Closed,,,,
MI00003,Inspection,2017-02-15 00:00:00,Ablatio Sandstone Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,512 Goldmine Road,Helidon,QLD,,-27.5108,152.110514,596,,,,,,,Inspection,Closed,,,,
MI02663,Action,2017-02-15 01:50:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,597,,,,,,,Inspection,Closed,Directive,166.0,Directive to reduce risk,1.0
MI02663,Action,2017-02-15 02:09:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,598,,,,,,,Inspection,Closed,Directive,167.0,Directive to suspend operations for unacceptable level of risk,2.0
MI02663,Action,2017-02-15 02:43:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,599,,,,,,,Inspection,Closed,Directive,166.0,Directive to reduce risk,3.0
MI02663,Action,2017-02-15 02:57:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,600,,,,,,,Inspection,Closed,Directive,166.0,Directive to reduce risk,4.0
MI02663,Action,2017-02-15 03:14:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,601,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,5.0
MI02663,Action,2017-02-15 03:19:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,602,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,6.0
MI01648,Incident,2017-02-15 05:30:00,Dawson Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dawson Highway,MOURA,QLD,4718.0,-24.63169,150.06089,603,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,surface,Strata failure,,,,,,
MI01419,Action,2017-02-15 11:21:00,East End Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,,,,,,,-23.87,150.96025,604,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01419,Action,2017-02-15 11:38:00,East End Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,,,,,,,-23.87,150.96025,605,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01419,Action,2017-02-15 11:50:00,East End Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,,,,,,,-23.87,150.96025,606,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI01190,Incident,2017-02-15 12:30:00,Peak Downs,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.25686,148.17664,607,High Potential Incident,Vehicle,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI01540,Incident,2017-02-15 23:55:00,Ensham Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.48,148.52054,608,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01535,Inspection,2017-02-16 00:00:00,Shamrock Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,19 Lloyd Bell Road,Merryburn,QLD,4854.0,-17.91911,145.98215,609,,,,,,,Inspection - Unannounced,Closed,,,,
MI03026,Inspection,2017-02-16 00:00:00,Stanwell Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Rockhampton,Southern,,,,,-23.52685,150.345705,610,,,,,,,Inspection - Unannounced,Closed,,,,
MI01585,Inspection,2017-02-16 00:00:00,Mount Cordelia North,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Townsville Office,T- Ingham / Cardwell / Tully,Northern,,,,,-18.60516,146.24383,611,,,,,,,Inspection,Closed,,,,
MI03673,Inspection,2017-02-16 00:00:00,The Leap Quarry,Metalliferous - Quarry,Quarry,MMQ,Closed,Townsville Office,C- Mackay,Northern,,,,,-21.0883,149.03201,612,,,,,,,Inspection,Closed,,,,
MI01566,Inspection,2017-02-16 00:00:00,Stoters Hill Quarry,Metalliferous - Quarry,Quarry,MMQ,Closed,Townsville Office,T- Innisfail / Cairns,Northern,,,,,-17.53865,145.97203,613,,,,,,,Inspection,Closed,,,,
MI00239,Inspection,2017-02-16 00:00:00,Rocklands,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,,,,,,,-20.65,140.36036,614,,,,,,,Inspection,Closed,,,,
MI01553,Inspection,2017-02-16 00:00:00,Quarry Brook,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,Quarry Road (Via Cooks Lane),Cordelia,QLD,4850.0,-18.6068,146.250104,615,,,,,,,Inspection - Unannounced,Closed,,,,
MI00779,Inspection,2017-02-16 00:00:00,Mountain View Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Townsville Office,T- Innisfail / Cairns,Northern,,,,,-17.15089,145.71383,616,,,,,,,Inspection - Unannounced,Closed,,,,
MI01565,Inspection,2017-02-16 00:00:00,Ormeau Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Gold Coast,Southern,"
578 Upper Ormeau Rd, Kingsholme QLD 4208",,,,-27.82179,153.224225,617,,,,,,,Inspection,Closed,,,,
MI00652,Inspection,2017-02-16 00:00:00,Keperra Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Brisbane,Southern,469 Settlement Road,KEPERRA,QLD,4054.0,-27.42401,152.949667,618,,,,,,,Inspection,Closed,,,,
MI01648,Incident,2017-02-16 01:00:00,Dawson Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dawson Highway,MOURA,QLD,4718.0,-24.63169,150.06089,619,High Potential Incident,Gas Management,Other,High potential no lost time,surface,Flammable liquids/gases,,,,,,
MI00739,Action,2017-02-16 03:46:00,Moffatdale Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.29069,151.977527,620,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI00739,Action,2017-02-16 03:51:00,Moffatdale Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.29069,151.977527,621,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI03318,Action,2017-02-16 06:04:00,Kalbar Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,,,,,-27.94695,152.55871,622,,,,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,1.0
MI03318,Action,2017-02-16 06:11:00,Kalbar Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,,,,,-27.94695,152.55871,623,,,,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,2.0
MI03318,Action,2017-02-16 06:15:00,Kalbar Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,,,,,-27.94695,152.55871,624,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI03318,Action,2017-02-16 06:17:00,Kalbar Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,,,,,-27.94695,152.55871,625,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI03318,Action,2017-02-16 06:21:00,Kalbar Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,,,,,-27.94695,152.55871,626,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,5.0
MI00159,Incident,2017-02-16 11:12:00,Curragh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.49741,148.84478,627,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01416,Action,2017-02-16 12:36:00,Cook Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,2613 Blackwater-Rolleston Road,BLACKWATER,QLD,4717.0,-23.82654,148.8896,628,,,,,,,Inspection,Closed,Directive,166.0,Directive to reduce risk,1.0
MI01416,Action,2017-02-16 12:48:00,Cook Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,2613 Blackwater-Rolleston Road,BLACKWATER,QLD,4717.0,-23.82654,148.8896,629,,,,,,,Inspection,Closed,Directive,166.0,Directive to reduce risk,2.0
MI02952,Incident,2017-02-16 14:55:00,Caval Ridge Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,,,,,-22.15615,148.05892,630,High Potential Incident,Explosives,Explosives - Misfire identified prior to firing,High potential no lost time,surface,Strata failure,,,,,,
MI01400,Incident,2017-02-16 15:30:00,Millennium Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Via Peak Downs Highway,Moranbah,QLD,4744.0,-22.01548,148.25111,631,High Potential Incident,Vehicle,Rollover,High potential no lost time,surface,Human error/actions,,,,,,
MI00749,Incident,2017-02-16 15:50:00,Moorvale Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.9697,148.37113,632,High Potential Incident,,,High potential no lost time,surface,Explosives,,,,,,
MI00809,Incident,2017-02-16 19:00:00,Mt Isa - Lead & Zinc Concentrator,Metalliferous - Minerals Processing,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Mount Isa,Northern,,,,,-20.72219,139.481114,633,High Potential Incident,Thermal,Exposure to hot surfaces/liquids,High potential no lost time,surface,Hot liquids/materials,,,,,,
MI01646,Incident,2017-02-16 21:30:00,Carborough Downs,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,,Central,Peak Downs Highway,Coppabella,QLD,4741.0,-21.99368,148.249,634,High Potential Incident,Electrical,Explosion protected equipment failure,High potential no lost time,underground,Electrical equipment,,,,,,
MI01432,Incident,2017-02-17 05:30:00,Yarrabee Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Boonal Haul Road,BLACKWATER,QLD,4717.0,-23.27349,149.02261,635,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01976,Incident,2017-02-17 06:15:00,Daunia Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Poitrel Access Road
Via Peak Downs Road",Moranbah,QLD,4744.0,-22.04127,148.26852,636,High Potential Incident,Vehicle,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00159,Incident,2017-02-17 08:15:00,Curragh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.49741,148.84478,637,High Potential Incident,Vehicle,Unplanned movement of equipment (eg CM),High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00239,Action,2017-02-17 10:10:00,Rocklands,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,,,,,,,-20.65,140.36036,638,,,,,,,Inspection,Closed,Directive,166.0,Directive to suspend operations for ineffective safety and health management system,1.0
MI00239,Action,2017-02-17 10:28:00,Rocklands,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,,,,,,,-20.65,140.36036,639,,,,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,2.0
MI00072,Action,2017-02-17 11:04:00,Braeside Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Brisbane Office,B- Southern Downs,Southern,New England Highway,Braeside,QLD,4370.0,-28.37973,151.919373,640,,,,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,3.0
